"ID","Pi","Inventaire","Famille","Catégorie","Forme","Type","Période","Texte","Bibliographie","secteur","secteur_ID","x","y"
"ETHVII50",,"D 461",,,"dinos",,,"FRAGMENT DE DINOS OU DE BOL. 
Dimensions : 6,7 cm x 3,1 cm ; ép. 0,51 cm. Argile rougeâtre à la surface, grisâtre à l'intérieur, micacée. Intérieur, vernis brun noir. Extérieur, engobe blanc jaunâtre. Décor de spirales et de losange réticulé en vernis brun. Fragment assez fin, dont la facture semble différente du mélien usuel.  [D 451 d'après une correction manuscrite]","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 24, no 14, pl. V, 14",,,,
"ETHVII51",,"A 4",,,"cratère",,,"FRAGMENT DE CRATÈRE. 
Larg. max. 8,1 cm ; haut. max. 8,8 cm ; ép. 1,35 cm. Intérieur réservé. Extérieur, engobe assez érodé, jaunâtre. Décor en vernis noir brunâtre ; zone de chevrons entre filets ; au-dessous, quadrillage et spirale.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 24, no 15, pl. V, 15",,,,
"ETHVII52",,"D 488 ; 53-405",,,"cratère",,,"FRAGMENT DE CRATÈRE. 
Larg. Max. 10,7 cm ; haut. Max. 10 cm ; ép. 1,28 cm. Intérieur réservé. Extérieur, engobe blanc jaunâtre, très érodé. Décor en vernis brunâtre. Spirales et quadrillage, bande en rehauts rouges là où les 2 spirales se rapprochent entre les quadrillages.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 25, no 16, pl. V, 16",,,,
"ETHVII53",,"D 301",,,"cratère",,,"FRAGMENT DE CRATÈRE. 
Larg. max. 7,8 cm ; haut. max. 8 cm ; ép. 1,52 cm. Intérieur réservé. Extérieur, engobe blanc jaunâtre, décor en vernis noir brunâtre; spirales et palmette au centre ; au-dessus godrons.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 25, no 17, pl. V, 17",,,,
"ETHVII54",20,,"fine","mélienne","cratère",,,"FRAGMENT DE CRATÈRE.
Dimensions : 6,5 cm x 5,5 cm ; ép. 0,9 cm. Intérieur réservé. Extérieur, engobe blanchâtre. Décor en vernis brunâtre ; spirale et quadrillage ; au-dessous minces bandes circulaires.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 25, no 18, pl. V, 18 ; M. Launey, Le sanctuaire et le culte d'Héraclès à Thasos, Paris, Etudes thasiennes 1, 1944, p. 119, fig. 74, 1","Héracléion, édifice polygonal",151,24.711282619,40.776801443
"ETHVII55",," D 349 ; 53-354",,,"cratère",,,"FRAGMENT DE CRATÈRE (passage du col à la panse). Larg. max. 10 cm ; haut. max. 6 cm ; ép. 1,25 cm. Intérieur réservé. Extérieur, engobe blanc crème. Décor en vernis brunâtre. Spirales avec quadrillage, au-dessus godrons.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 25, no 19, pl. V, 19",,,,
"ETHVII56",,"D 491 et D 492 53-432",,,"fragment",,,"FRAGMENTS (2 ET 3) D'UN GRAND VASE.
a) Dimensions : 3,8 cm x 6,7 cm. b) Dimensions : 9,7 cm x 9,1 cm ; ép. 0,75 cm. à 0,9 cm env. Argile rouge près des bords, grisâtre au centre. Intérieur réservé. Extérieur, engobe blanc jaunâtre.  Décor en vernis brun ou rougeâtre très brillant ; spirales, chevrons, méandres. Mélien probablement, cependant la technique est différente du mélien usuel.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 25, no 20, pl. VI, 20",,,,
"ETHVII57",131,,,"mélienne","cratère",,,"FRAGMENT DE L'ANSE ET DE LA PANSE D'UN CRATÈRE.
Trouvé en 1947, dans l'Hiéron à l'intérieur du champ Héraclès Chaidetou. Larg. max. 18 cm ; haut. max. 10 cm ; ép. 0,65 cm. Décor de l'anse, chevrons ; sur la panse, zone de godrons encadrés, soulignés par trois lignes horizontales ; à gauche, reste d'un méandre. Yeux sous l'anse qui forme sourcils. A gauche, rosace, à droite, spirale et godrons encadrés.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 25, no 21, pl, VI, 21","Champ Héraclès Chaidetou 1947",46,24.716442970,40.780190745
"ETHVII58",488,,,,"cratère",,,"FRAGMENT D'ANSE ET DE PANSE D'UN CRATÈRE. Larg. max. 12,2 cm. Intérieur réservé. Extérieur, engobe blanc crème. Anse horizontale avec décor de chevrons. Sur la panse, yeux et rosace. Travail très soigné.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 25, no 22, pl. VI, 22",,,,
"ETHVII59",,"55-7",,,"cratère",,,"ANSE DE CRATÈRE.
Larg. max. 7,5 cm ; haut. max. 6,4 cm ; ép. 0,71 cm. Même argile. Intérieur réservé. Extérieur, engobe blanc crème. Décor de chevrons et de spirales.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 25, no 23, pl. VI, 23",,,,
"ETHVII60",,"H 143",,,"cratère",,,"FRAGMENT DE LA BASE D'UN CRATÈRE (avec l'amorce d'un pied percé d'ouvertures).
Larg. max. 11,8 cm ; haut. max. 8,3 cm ; ép. max. 1,35 cm. Argile rouge-orange. Intérieur réservé. Extérieur, engobe blanc jaunâtre. Décor d'arêtes lancéolées et de
chiens courants.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 25, no 24, pl. VI, 24",,,,
"ETHVII61",,"H 58",,,"cratère",,,"FRAGMENT DE BASE D'UN CRATÈRE.
Larg. max. 3,6 cm ; haut. max. 6,3 cm ; ép. 1,5 cm. Vernis noir brunâtre pour le rehord et décor d'arêtes lancéolées.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 25, no 25, pl. VI, 25",,,,
"ETHVII62",,"D 796 ; 53-121",,,"cratère",,,"FRAGMENT DE BASE DE CRATÈRE.
Larg. max. 6,3 cm ; haut. max. 8 cm ; ép. variant de 2,5 cm à 1,4 cm. Argile rouge orange, grise vers le centre, micacée. Intérieur réservé. Extérieur, engobe jaune blanchâtre ; même décor que le précédent.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 26, no 26, pl. VI, 26",,,,
"ETHVII63",,"D 464",,,"cratère",,,"FRAGMENT DE BASE D'UN CRATÈRE.
Larg. max. 10,5 cm ; haut. max. 9,5 cm ; ép. max. 2,3 cm. Argile rouge brique vers la surface, grise à l'intérieur, micacée. Intérieur réservé. Extérieur, mince couverte crème.
Décor d'arêtes lancéolées limitées en haut par trois lignes horizontales en vernis noir brunâtre. Cf. Buschor, Griech. Vasen, fig. 66.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 26, no 27, pl. VII, 27",,,,
"ETHVII64",543,"A 122",,"Apparenté au mélien","plat",,,"FRAGMENT DE PLAT.
Dimensions : 6,1 cm x 4,3 cm ; ép. moyenne 0,65 cm. Argile chamois micacée. Dessous réservé. Dessus, traces d'engobe crème. Décor en vernis noir brunâtre : arrière-train de cervidé à gauche et éléments de remplissage : rosace, croix avec points entre les branches, carré avec croix inscrite et points. Incisions.
Apparenté au mélien. Pourrait être local.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 26, no 28, pl. VII, 28.","Agora 1950",43,24.714146280,40.780084143
"ETHVII65",,"53-375",,,"plat ou bol","base annulaire",,"FRAGMENT DE PLAT OU BOL A BASE EN ANNEAU.
Dimensions : 7 cm x 3,8 cm. Argile brun rouge et brun orange, micacée. Le dessous du vase est recouvert d'un mince engobe crème ; sous la base, godrons encadrés et bandes concentriques formant rosace ; sur la tranche horizontale, trois filets ; sur le bas de la vasque, bande en vernis brunâtre. L'intérieur est sans engobe, avec des bandes concentriques en vernis brun. Pour un décor assez semblable, cf. Pfuhl, MZ, fig. 107; Dugas, Expl. Arch. Délos, X, pi. 2-4 ; Blinkenberg, Lindos, pl. 46, n° 991 ; Dugas, Céramique des Cydades, pl. VIII, 2.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 26, no 29, pl. VII, 29",,,,
"ETHVII66",1211,"55-161",,"Apparenté au mélien","plat",,,"FRAGMENTS (TROIS) DE PLAT.
Larg. max. 10,81 cm ; haut. 2,2 cm ; ép. 0,95 cm. Argile rouge brun, micacée. Dessous réservé avec quelques bandes circulaires, noires ou brunâtres. Sur le dessus, engobe blanc jaune assez mince. Sur le marli, décor de godrons. Sur le plat, décor d'oves encadrées de croix pointées, de rosaces et de cercles de points avec un petit cercle et un point central. Traces de rehauts rouges sur quelques godrons, sur quelques pétales et le cœur d'une rosace. Pour des motifs de remplissage semblables : cf. Dugas, Expl. Arch. Délos, X, pl. 59. Apparenté au mélien. Pourrait être local.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 26, no 30, pl. VII, 30","Agora 1950",43,24.714146280,40.780084143
"ETHVII67",549,"A 121",,"Apparenté au mélien","plat",,,"FRAGMENT DE PINAX OU PLAT.
Larg. max. 7 cm ; haut. max. 6,8 cm ; ép. 1 cm. Argile brun rougeâtre, micacée. Dessous réservé. Dessus, décor difficile à interpréter : bas d'une robe de femme, à gauche, enroulement ; à droite en bas, godrons. Apparenté au mélien. Pourrait être local.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 26, no 31, pl. VII, 31","Champ Sklirou 1950",83,24.714403665,40.779575017
"ETHVII68",,"A 108",,,"bol? Dinos?",,,"FRAGMENT (BOL ? DINOS ?).
Larg. max. 4,7 cm ; haut. max. 6,3 cm ; ép. 0,5 cm. Argile chamois rosée, fine, friable, assez différente de l'argile mélienne usuelle. Intérieur réservé. Extérieur, engobe blanc
jaunâtre. Décor en vernis brunâtre ; deux Sirènes face à face, rosace de remplissage. Apparenté au mélien.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 26, no 32, pl. VII, 32",,,,
"ETHVII69",,"H 95",,,"lékané",,,"FRAGMENT DE LÉKANÉ.
Larg. 7,5 cm (?) ; haut. max. 3,8 cm. A l'intérieur et sur la tranche, vernis noir avec une ligne en rehaut rouge tout près de la cassure. Extérieur, engobe blanchâtre. Décor de languettes sur la tranche horizontale ; godrons encadrés suivis de carrés blancs et noirs alternés sur la paroi. [selon Anne Coulié appartient à 952pi]","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 27, no 33, pl. VII, 33 ; Anne Coulié p. 38 no 91",,,,
"ETHVII70",,"H 21",,,"lékané",,,"FRAGMENT DE LÉKANÉ.
Larg. max. 8 cm ; haut. max. 3,7 cm. Argile chamois micacée.  Intérieur et tranche, vernis noir ; sur la tranche, une ligne en rehaut rouge violet. Extérieur, engobe blanchâtre. Décor de chevrons sur le rebord en saillie, puis de godrons sur la paroi ; entre chacun d'entre eux, un point en haut. Sur les chevrons et les godrons, rehauts violets.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 27, no 34, pl. VII, 34",,,,
"ETHVII71",,"H 24",,,"fragment",,,"FRAGMENT D'UN GRAND VASE.
Larg. max. 6,2 cm ; haut. max. 6,5 cm ; ép. 1 cm. Argile brunâtre, micacée. Intérieur, vernis noir. Extérieur, engobe blanc jaunâtre. Décor de godrons, de lignes horizontales et d'un décor de palmettes horizontales et verticales.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 27, no 35, pl. VII, 35",,,,
"ETHVII72",949,"H 284",,,"fragment",,,"FRAGMENT D'UN GRAND VASE (dinos ?).
Larg. max. 11 cm ; haut. max. 4,8 cm ; ép. 0,65 cm. Spirales et palmette au centre.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 27, no 36, pl. VII, 36",,,,
"ETHVII73",," D 889",,,"amphore",,,"FRAGMENT (ÉPAULE D'AMPHORE).
Dimensions : 4 cm x 3,2 cm ; ép. 0,69 cm. Argile brunâtre, micacée. Intérieur réservé. Extérieur, engobe blanc jaunâtre, décor de godrons ; au-dessous, rosace avec croix
inscrite et points, et rosace dont les pétales se terminent par de gros points. Traces de rehauts rouges sur l'un des godrons, sur un des points du carré et sur un pétale de la rosace. Apparenté au mélien.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 27, no 37, pl. VII, 37",,,,
"ETHVII74",,"Sans numéro",,"apparenté au mélien","bol ou dinos",,,"FRAGMENTS DE LARGE BOL OU DINOS.
Larg. max. 10,5 cm ; haut. max. 8 cm ; ép. variant de 0,67 cm à 0,55 cm. Argile chamois sur les bords, rouge brun au centre, impure et micacée. Intérieur, vernis noir. Extérieur, décor de bandes noires et d'une palmette entre deux volutes ; sur le rebord oblique, décor de bandes noires. Cycladique ; apparenté au mélien.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 27, no 38, pl. V, 38 ; BCH 79, 1955, p. 370, fig. 34","Passage des Théores, 1954",65,24.714423077,40.779916495
"ETHVII75",,"D 770",,,"amphore",,,"FRAGMENT DE COL D'AMPHORE.
Larg. max. 7,1 cm ; haut. max. 8,6 cm. Argile brun chamois, impure et micacée. Ni engobe, ni couverte. Le rebord de l'embouchure est recouvert d'un vernis brun clair mat ; sur le haut du col, marque en forme de croix dont la haste verticale est plus longue, en vernis noir brunâtre mat. Cf. Lambrino, Histria, p. 219 fig. 183 b. Fin du viie siècle. Des amphores semblables ont été fabriquées à Chios, cf. Anderson,
Exc. on the Kofinà Ridge, Chios, BSA 49 (1954), pl. 7 et n° 76, p. 142.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 28, no 1, pl. VIII, 1 ; profil, pl. A",,,,
"ETHVII76",,"D 493 ; 53-411",,,"amphore",,,"FRAGMENT D'AMPHORE.
Larg. max. 6,5 cm ; haut. max. 4,1 cm. Argile brun rouge, micacée. Couverte grisâtre. Décor à la brosse en bandes de vernis brun très mat.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 28, no 2, pl. VIII, 2",,,,
"ETHVII77",,"D 759 ; 53-220",,,"amphore",,,"FRAGMENTS (DEUX) DE LA PANSE D'UNE AMPHORE.
a) Larg. max. 4,5 cm ; haut. max. restituée 8 cm. b) Larg. max. 5,2 cm ; haut. max. 3,3 cm ; ép. 0,52 cm. Argile chamois clair, très peu de mica. Décor en vernis brun noir, mat : trois bandes circulaires d'inégale épaisseur.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 28, no 3, pl. VIII, 3",,,,
"ETHVII78",,"D 444 ; 53-414",,,"amphore?",,,"FRAGMENT D'UN GRAND VASE (amphore ?).
Larg. max. 2,8 cm ; haut. max. 4 cm ; ép. 0,75 cm. Argile chamois à la surface, gris rougeâtre a l'intérieur, impure, micacée. Extérieur, bandes concentriques en vernis brun noir mat.
Cf. infra, nos 39-40, technique semblable.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 28, no 4, pl. VIII, 4",,,,
"ETHVII79",,"D 142 ; 53-335",,,"bol","à rosace",,"FRAGMENT DE BOL A ROSACE.
Larg. max. 4,5 cm ; haut. max. 3,5 cm ; ép. 0,41 cm. Argile chamois brune impure et micacée. Le vernis est brun-noir mat. Intérieur, vernis noir. Extérieur à gauche, deux
lignes verticales ; à droite, une rosace ; au-dessous, bandes circulaires noires. Fin du viie siècle. Cf. Lambrino, Histria, p. 46 ss ; Blegen et Caskcy, Troy, IV (1958), p. 266 et fig. 293, no 3. A comparer au rhodien tardif.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 28, no 5, pl. VIII, 5",,,,
"ETHVII80",,"D 801 ; 53-419",,,"coupe",,,"FRAGMENT DE COUPE.
Larg. max. 4,8 cm ; haut. max. 3,2 cm. Argile chamois rouge très fine et friable. Deux bandes noires circulaires, haut et bas, sur le rebord, à l'intérieur comme à l'extérieur. Ce qui subsiste de la vasque est noir. Filets circulaires très fins sur la face interne du rebord. Première moitié du vie siècle. A comparer à Villard et Vallet, Mél. d'Arch. et d'Histoire 67, 1955, p. 21, pl. VI, 1-3 ; Lambrino, Histria, fig. 54-55 (où les filets sont, sur les deux faces du rebord).","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 28-29, no 6, pl. VIII, 6",,,,
"ETHVII81",1256,"D 417 ; 53-261",,,"coupe",,,"FRAGMENT DE COUPE.
Larg. max. 9,5 cm ; haut. max 7,7 cm ; ép. 0,45 par endroits.  Argile très brune, dure, un peu micacée. Vernis brun noir mat. A l'intérieur, une mince bande noire sur la tranche et le haut du rebord, une seconde sur le bas du rebord ; une large bande au haut la panse et enfin une bande mince un peu au-dessous. A l'extérieur, une large bande noire sur le rebord, suivie d'une mince bande au haut de la panse. Au-dessous d'une bande réservée la vasque est noire.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 29, no 7, pl. VIII, 7",,,,
"ETHVII82",1265,"D 843",,,"coupe",,,"FRAGMENTS (DEUX) DE COUPE.
Larg. max. 9,3 cm ; haut. max. 3,8 cm ; ép. 0,23 cm. Argile brun rouge, légèrement micacée. Vernis noir à l'intérieur à l'exception d'une mince bande réservée au-dessous du rebord ; filet noir à l'extérieur sur le rebord et sur le haut de la vasque ; puis bande réservée à la hauteur des anses, bande noire au-dessous des anses, bande réservée, puis noire pour la vasque.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 29, no 8, pl. VIII, 8 ; profil pl. B",,,,
"ETHVII83",,"D 845",,,"coupe",,,"FRAGMENTS (DEUX) DE COUPE.
Larg. max. 6 cm ; haut. 2,7 cm ; ép. 0,28 cm. Argile rouge chamois, peu micacée. Vernis noir à l'intérieur et sur la tranche, sauf une bande réservée sur le rebord ; à l'extérieur, le haut et le bas du rebord sont noirs ; le rebord est réservé ainsi qu'une bande à la hauteur des anses.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 29, no 9, pl. VIII, 9",,,,
"ETHVII84",,"D 23",,,"coupe",,,"FRAGMENT DE COUPE (ébréché au rebord).
Larg. max. 3,6 cm ; haut. Max. 2,5 cm ; ép. 0,22 cm. Argile chamois orange. Vernis noir disposé comme sur D 845, mais la tranche elle-même est réservée.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 29, no 10, pl. VIII, 10",,,,
"ETHVII85",,"D 214 ; 53-143",,," coupe",,,"FRAGMENT DE COUPE.
Larg. max. 7,4 cm ; haut. max. 3,2 cm ; ép. 0,25 cm. Argile rouge chamois pâle très fine légèrement rosée. Vernis noir aux reflets marrons, partout à l'intérieur sauf une mince bande un peu au-dessous de la tranche ; la tranche est noire. L'extérieur est réservé à l'exception du vernis de la tranche qui se continue encore par un mince filet, d'une mince bande noire au-dessous du ressaut, et enfin d'une bande noire dont on voit plus bas le début.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 29, no 11, pl. VIII, 11 ; profil pl. B",,,,
"ETHVII86",,"D 844",,,"coupe",,,"FRAGMENT DE COUPE.
Larg. max. 6,6 cm ; haut. 3,2 cm ; ép. 0,2 cm. Argile orange, non micacée. Vernis noir légèrement viré au brun partout à l'intérieur, à l'exception d'une mince bande réservée
un peu au-dessous de la tranche. La tranche est vernie ; l'extérieur est réservé, à l'exception
d'une ligne au-dessous du ressaut qui sépare la bordure de la panse, et d'une bande noire plus au-dessous.","Lilly Ghali-Kahil, La céramique grecque (fouilles 1911-1956), Paris, De Boccard, Etudes thasiennes 7, 1960, p. 29, no 12, pl. VIII, 12",,,,
