"ID","Numéro d’inventaire","Pi","Provenance","secteur_ID","Famille","Type","Catégorie","Forme","Dimensions","Groupe d’argile ","Description","Contexte","Datation ","Origine ","Num_Analyse","Groupe géochimique ","Bibliographie","Rangement au musée archéologique de Thasos ","x","y"
"6525 e","6525 e",,"Aliki. Sanctuaire",1001,"Vase à boire","Tasse monoansée","S\O","Tasse - Mug","D. lèvre : 12 cm   ","Céramique grise","Lèvre courte, épaisse et arrondie légèrement inclinée vers l’extérieur. La vasque est courbe et galbée. Les parois sont massives. ","Archaïque. Remblai de la petite terrasse associé à un sanctuaire vraisemblablement antérieur à 600 av. J.-C.","Seconde moitié du VIIe siècle av. J.-C.","Thasienne ou nord-égéenne",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 15 a; Perron, M. 2018. “Archaic one-handled mugs from Thasos: A Parian origin?”, dans D. Katsonopoulou (éd.), Paros IV. Paros and its Colonies. Proceeding",,24.742376000,40.605064000
"6525 f","6525 f",,"Aliki. Sanctuaire",1001,"Vase à boire","B2 ou A2","S\O","Coupe ""ionienne""",,,"Lèvre haute, vasque arrondie. Bande dans le haut et le bas de la vase. La zone des anses est réservée.","Archaïque. Remblai de la petite terrasse associé à un sanctuaire vraisemblablement antérieur à 600 av. J.-C.","Fin du VIIe siècle / premier quart du VIe siècle av. J.-C. / SiA 1d ","Grèce de l'Est",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 15 e.",,24.742376000,40.605064000
"6525 h","6525 h",,"Aliki. Sanctuaire",1001,"Vase à parfum","Aryballe (Pointed aryballos)","S\O","Corinthienne","S\O",,"Paroi ornée d'écailles incisées sur fond noir.","Archaïque. Remblai de la petite terrasse associé à un sanctuaire vraisemblablement antérieur à 600 av. J.-C.","Corinthien Transitionnel. Milieu/troisième quart  du VIIe siècle av. J.-C.","Corinthe",,,"Servais, J. 1980. Aliki I. Les deux sanctuaires, Études Thasiennes IX, EfA, Athènes, p. 16, 24, fig. 15 d.",,24.742376000,40.605064000
"1","85.250.02",,"Phari. Atelier de potier",1002,"Vase de banquet / mélanger le vin","Cratère","Vernis noir","Cratère à colonnettes","H. cons. : 28, 6 cm ; Diam. : 32 cm","Argile grisâtre surcuite","Moitié supérieure d'un grand cratère à colonnettes à vernis noir. ","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Seconde moitié du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 20, no. 1, fig. 9.1 et 10.1.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"25","85.250.06",,"Phari. Atelier de potier",1002,"Vase pour la préparation des aliments","Broyeur","Céramique grossière","Mortier","H. : 8.9 cm ; Diam. : + de 40 cm ; Diam. Base: 24.4 cm","Argile rosâtre grossière avec traces d'engobe blanc","Mortier de type B. Rebord arrondi en continuité avec la vasque. Vasque continue disposée à l'oblique, plus large que profonde. Incision à mi-hauteur. Large base annulaire avec cercles concentriques incisés suous la base.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe - premières décennies du Ve siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 37-38, no. 25, fig. 16.25 et 18.25.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"10","85.250.10",,"Phari. Atelier de potier",1002,"Vase de banquet / à boire","Cratère","S/O","Cratère de type ""à encoches""","H. cons. : 13.3 cm ; Diam. Base : 8 cm","Argile rose-jaunâtre micacée avec particules noires","Cratère à encoches (groupe 1). Deux tiers inférieurs conservés. Pied conique déversé vers l'extérieur. Partie inférieure de la vasque peinte. Décor de cercles concentriques et de traits verticaux (6) disposés en frises dans la partie supérieure de la vasque. Le contour du pied est entièrement verni. ","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 24-28, no. 10, fig. 11.10 et 13.10.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"8","85.250.15",,"Phari. Atelier de potier",1002,"Vase de banquet / à boire","Cratère","S/O","Cratère de type ""à encoches""","H. cons. : 8.75 cm ; Diam. 26.5 cm","Argile rose micacée avec particules noires","Cratère à encoches (groupe 1). Partie supérieure. Décor de cercles concentriques et de traits verticaux disposés en frises. Lèvre légèrement déversée vers l'extérieure. Lèvre peinte.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 24-28, no. 8, fig. 11.8 et 12.8.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"6","85.250.29",,"Phari. Atelier de potier",1002,"Céramique commune","Olpè","Vase de service","Olpè","H. cons. : 17.7 cm ; Diam. : 4.8 cm ; Diam. Base: 5 cm","Argile chamois-jaunâtre avec mica et petits dégraissants blanchâtres","Olpé à col concave et bord légèrement déversé vers l'extérieur. Longue panse tubulaire. Profil complet. Vernis noir sur les deux tiers supérieurs de la panse.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 23-24, no. 6, fig. 11.6 et 12.6.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"16","85.250.30",,"Phari. Atelier de potier",1002,"Vase à boire ou pour puiser","Coupelle","Céramique commune","Coupelle monoansée","H. : 5.1 cm ; Diam. : 13.6 cm ; Diam. Base: 6.2 cm","Argile chamois-rose micacée avec particules blanches","Coupelle monoansée avec rebord incurvé (rentrant) vers l'intérieur (groupe 1). Vase complet. Vasque continue, évasée et relativement profonde. Fond plat légèrement concave. Anse latérale en forme de ruban lenticulaire. Anse vernie (rouge).  ","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 32-34, no. 16, fig.  14.16 et 15.16.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"26","85.250.31",,"Phari. Atelier de potier",1002,"Éclairage","Lampe à tube central","céramique fine","Lampe de type Howland 19A","H. : 1.9; Diam. : 10.4 cm","Argile chamois","Lampe à tube central et à vasque carénée. Bord plat incliné vers l'intérieur se démarquant de la vasque presque verticale. Carène dans la partie inférieure de la vasque. Fond plat. Le tube central dépasse légèrement la hauteur du rebord. Vernis gris-noir. Proche des lampes attiques de type Howland 19A.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe - premières décennies du Ve siècle av. J.-C.","Thasienne (Phari) ?",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 38, no. 26, fig. 16.26 et 18.26.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"2","85.250.32",,"Phari. Atelier de potier",1002,"Céramique commune","Cruche / Oenochoé","Vase de service","Oenochoé à embouchure ronde","H. cons. 19.1 cm ; Diam. 13 cm","Argile rose-chamois avec mica et autres dégraissants.","Oenochoé à embouchure ronde. Vase presque complet. Manque le fond. Rebord plat légèrement déversé vers l'extérieur. Col de profil concave. Anse verticale surélevée au-delà du rebord. Panse de forme arrondie. Vernis brunâtre.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 21-23, no. 2, fig. 9.2 et 10.2.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"9","85.250.33",,"Phari. Atelier de potier",1002,"Vase de banquet / à boire","Cratère","S/O","Cratère de type ""à encoches""","H. cons. : 10.9 cm ; Diam. : 28.6 cm","Argile crème-jaunâtre micacée avec particules blanches","Cratère à encoches (groupe 1). Partie supérieure. Décor de cercles concentriques et de traits verticaux (7) disposés en frises. Lèvre légèrement déversée vers l'extérieure. Lèvre peinte. Anses latérales dans la partie supérieure de la vasque.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 24-28, no. 9, fig. 11.9 et 12.9.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"20","85.251.15",,"Phari. Atelier de potier",1002,"Vase à boire ou pour puiser","Coupelle","Céramique commune","Coupelle monoansée","H. : 3.75 cm ; Diam. :9.2 cm ; Diam. Base: 4.8 cm","Argile chamois avec particules","Coupelle monoansée avec rebord plat / légèrement convexe (groupe 2). Fragmentaire. Profil complet. Vasque continue relativement profonde. Fond plat légèrement concave. Anse latérale attachée au niveau du rebord. Vernis sur la moitié supérieure interne et sur le rebord. Au fond, un cercle concentrique avec un point au centre.  ","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe - début du Ve siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 32-34, no. 20, fig.  14.20 et 15.20.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"23","85.252.02",,"Phari. Atelier de potier",1002,"Vase de service ou de préparation des aliments","Lékané","Céramique commune","Lékané ","H. : 15.2 cm ; Diam. : 41.4 cm","Argile rose-chamois","Lékané avec anses en panier. Vase complet. Large rebord plat projeté vers l'extérieur. Vasque continue et profonde. Disque annulaire surélevé en guise de pied. Légèrement déversé vers l'extérieur. Groupe de traits sur le rebord. Les ansdes sont vernies. Système de bandes en guise de décor à l'intérieur et l'extérieur.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Seconde moitié du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 34-36, no. 23, fig. 16.23 et 17.23 ; F. Blondé, J. Y. Perreault et K. Peristeri (2013), p. 35, fig. 8. ","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"THA.19","76/1153",,"Porte du Silène",197,"Vase de stockage",,"Waveline","Hydrie","Larg. : 8,4 cm Haut. prés. : 9,0 cm Ép. paroi : 0,7 cm","Pâte de couleur brun orangé (7.5YR 6/6), fine, plus ou moins dure et légèrement pulvérulente, renfermant une bonne quantité de fines particules de mica et d’inclusions calcaires (points blancs pulvérulents). Les cassures en section sont nettes. Sans engobe. (Perron groupe THA.I)","Fragment d’épaule décoré de deux bandes ondulées parallèles. Les ondulations sont
hautes, rapprochées, et effilées et exécutées de la gauche vers la droite. Peinture mate de couleur brunâtre.","Rue du rempart, tronçon occidental. Sous le sol IV (sous 6,50 m). À chemin entre la Période 2
et la Période 3. Remblai du rehaussement des voies de passage contenant du matériel daté de la fin du VIe
et de la première moitié du Ve siècle.","Fin du VIe siècle av. J.-C.","Thasienne",,,"Perron 2013, p. 759, no. THA.19, pl. 25 ; Pour le contexte de découverte, voir Grandjean 1988, p. 55, 60","Apothèque byzantine. (Silène 16; tiroir C5)",24.712791306,40.774655185
"THA.64","76/453",,"Porte du Silène",197,"Vase de service ou de préparation",,"à bandes / à décor peint - languettes","Lékané","D. emb. : 40 cm Larg. : 14,1 cm Haut. prés. : 5,6 cm Ép. paroi : 0,9 cm","Pâte de couleur brun pâle (10YR 6/4), fine, dure, compacte, renfermant une
bonne quantité de fines particules de mica et quelques inclusions calcaires. Cassures en section nettes.
Texture sablonneuse. Cuisson en milieu oxydant (Perron, groupe THA.Ia).","Rebord de forme rectangulaire projeté vers l’extérieur. La surface du rebord est plane, mais présente un petit ressaut à son extrémité. Le rebord est légèrement incliné vers l’intérieur. La vasque est rectiligne et profonde. Décor : La surface supérieure du rebord est décorée de deux languettes. La surface supérieure interne de la vasque et la tranche extérieure du rebord sont peintes. Peinture mate de couleur noire.","Rue du rempart, tronçon occidental. Sous le sol IV, sous 6,75 m. Début de la Période 3.
Remblai du rehaussement des voies de passage contenant du matériel de la fin du VIe et de la première moitié du Ve siècle av. J.-C.","Fin du VIe / Premier quart du Ve siècle av. J.-C.","Thasienne",,,"Perron 2013, p. 774, no. THA.64, pl. 28, 57. Pour le contexte de découverte, voir Grandjean 1988, p. 221, 237.","Apothèque byzantine (Silène meuble 13, tiroir C2)",24.712791306,40.774655185
"THA.25","76/472",,"Porte du Silène",197,"Vase de stockage",,"Waveline","Amphore de table","D. emb. : 16 cm Larg. : 8,2 cm Haut. prés. : 9,3 cm Ép. paroi : 0,5 à 0,8 cm","Pâte de couleur brun orangé (7.5YR 6/6), fine, plus ou moins dure et légèrement pulvérulente, renfermant une bonne quantité de fines particules de mica et d’inclusions calcaires (points blancs pulvérulents). Les cassures en section sont érodées. Sans engobe. (Perron groupe THA.I)","Fragment de rebord et de col. Rebord de section échinoïde. L’embouchure est évasée. Le col est long et rectiligne. Décor : L’intérieur et l’extérieur du rebord sont peints. Le col est décoré d’une bande à ondulations courtes et sinueuses. La jonction du col et de l’épaule est marquée d’un filet horizontal. Peinture mate de couleur noire.","Rue du rempart, tronçon occidental. Sous le sol IV (sous 6,50 m). À chemin entre la Période 2
et la Période 3. Remblai du rehaussement des voies de passage contenant du matériel daté de la fin du VIe et de la première moitié du Ve siècle.","Fin du VIe siècle av. J.-C.","Thasienne",,,"Perron 2013, p. 761, no. THA.25, pl. 25, 56. Pour le contexte de découverte, voir Grandjean 1988, p. 55, 60.","Apothèque byzantine (Silène meuble 17, tiroir C6)",24.712791306,40.774655185
"THA.18","76/711",,"Porte du Silène",197,"Vase de stockage",,"Waveline","Hydrie","Larg. : 10 cm Haut. prés. : 10,4 cm Ép. paroi : 0,7 cm","Pâte de couleur brun orangé (7.5YR 6/6), fine, plus ou moins dure et légèrement pulvérulente, renfermant une bonne quantité de fines particules de mica et d’inclusions calcaires (points blancs pulvérulents). Les cassures en section sont nettes. Sans engobe. (Perron groupe THA.I)","Fragment d’épaule avec départ d’anse verticale. L’épaule est large, peu arrondie et décorée de deux bandes ondulées à ondulations courtes, rapprochées et effilées exécutées de la gauche vers la
droite. Une bande courbe orne le pourtour de l’anse verticale. Peinture mate, épaisse, de couleur orangé.","Rue du rempart, tronçon occidental. Sous le sol IV (sous 6.50 m). À chemin entre la Période 2 et la Période 3 (dernier quart du Ve siècle). Remblai du rehaussement des voies de passage contenant du matériel daté de la fin du VIe et de la première moitié du Ve siècle.","Fin du VIe siècle av. J.-C.","Thasienne ou nord-égéenne","XRF-THA-18(IPET)","Groupe 13 (Perron 2013)","Perron 2013, p. 759, no. THA.18, pl. 25 ; Pour le contexte de découverte, voir Grandjean 1988, p. 55, 60","Apothèque byzantine. (Silène meuble 19, tiroir C8)",24.712791306,40.774655185
"THA.42","77/1579",,"Porte du Silène",197,"Vase de stockage",,"Waveline","Hydrie ou Amphore de table","Larg. : 15,2 cm Haut. prés. : 10,8 cm Ép. paroi : 0,7 cm","Pâte de couleur brun foncé à rouge foncé (5YR 5/4 à 7.5YR 5/6), fine, dure et compacte, renfermant une grande quantité de fines particules de mica et d’inclusions calcaires. Les cassures en section sont nettes. La texture au toucher est sablonneuse, voire abrasive. Sans engobe. (Perron, groupe THA.IV)","Large fragment d’épaule décoré d’un motif curviligne agencé de façon symétrique. Une large
bande délimite la jonction de l’épaule et de la panse/zone des anses. Peinture mate de couleur noire à
pourpre.","Rue de la Porte du Silène. Remblai sous la rue II. Lot contenant du matériel essentiellement daté
de la période 480-450 av. J.-C., mais quelques rares fragments datent du dernier quart du Ve siècle. Début
de la Période 3.","Fin du VIe / Premier quart du Ve siècle av. J.-C.","Thasienne","XRF-THA-19(IPET)","Groupe 2 (Perron 2013)","Perron 2013, p. 766, no. THA.42, pl. 26. Pour le contexte de découverte, voir Grandjean 1988, p. 31-33, 60 (tableau 
récapitulatif)","Apothèque byzantine (Silène meuble 33; tiroir D3)",24.712791306,40.774655185
"THA.26","77/2247",,"Porte du Silène",197,"Vase de stockage",,"Waveline","Amphore de table","D. emb. : 11,5 cm Haut. prés. : 4,4 cm Larg. : 7,6 cm Ép. paroi : 0,4 cm","Pâte de couleur brun pâle (10YR 6/6), fine, poreuse et légèrement pulvérulente, renfermant une bonne quantité de fines particules de mica et d’inclusions calcaires (points blancs pulvérulents). Les cassures en section sont nettes. Mince engobe chamois à l'extérieur. (Perron groupe THA.Ib)","Fragment de rebord et de col. Le rebord est de section en « quart de rond » et légèrement
projeté vers l’extérieur. Le col est de forme cylindrique. Une arête vive orne sa partie supérieure. Décor :
L’intérieur et l’extérieur du rebord sont peints. Le col est décoré d’une bande ondulée effectuée de façon
lâche et rapide. Peinture mate et diluée de couleur brune.","Quartier Ouest, Îlot I, Maison a, Pièce 2 (couloir). Sous le sol I. Période 1, vers 500 av. J.-C.","Fin du VIe / début du Ve siècle av. J.-C.","Thasienne",,,"Perron 2013, p. 761, no. THA.26, pl. 25, 56. Pour le contexte de découverte, voir Grandjean 1988, p. 81-86, 113.","Apothèque byzantine (Silène meuble 3, tiroir B3)",24.712791306,40.774655185
"THA.63",,,"Agora",33,"Vase de service ou de préparation",,"à bandes / à décor peint - languettes","Lékané","D. emb. : 40 cm Larg. : 20,2 cm Haut. prés. : 7,7 cm Ép. paroi : 0,8 cm","Pâte de couleur brun clair (7.5YR 7/4), fine, dure, renfermant quelques fines particules de mica et d’inclusions calcaires (points blancs pulvérulents). Les cassures en section sont nettes. Mince engobe brun pâle. (Perron groupe THA.Ib)","Large rebord plat de section rectangulaire projeté vers l’extérieur. Le rebord est légèrement
incliné vers l’intérieur. Présence d’un départ d’anse verticale en forme de « panier » sur le dessus du
rebord. Décor : La surface supérieure du rebord est décorée d’un groupe de quatre languettes au côté de l’anse. La partie supérieure de la vasque interne est peinte. Peinture mate de couleur noire.","Inconnu","Seconde moitié du VIe siècle av. J.-C.","Thasienne","XRF-THA.14(IPET)","Groupe 9 (Perron 2013)","Ghali-Kahil 1960, p. 32, no 33, pl. X; Chroniques de fouilles 1950, BCH 75, 1951, p. 174-
175; Perron 2013, p. 774, no. THA.63, pl. 28, 57.","Apothèque française (caisses Ghali-Kahil)",24.713265110,40.779964269
"THA.68",,,"Champ Dimitriadis",7,"Vase de service ou de préparation",,"à bandes / à décor peint - languettes","Lékané","D. emb. : 40 cm Larg. : 7,8 cm Haut. prés. : 6,1 cm Ép. paroi : 1,0 cm","Pâte de couleur rouge orangé (7.5YR 6/6), fine, pulvérulente, compacte, renfermant une bonne quantité de fines à moyenne particules d’inclusions calcaires et de mica. Cassures en section érodées. Texture sablonneuse. Cuisson en milieu oxydant (Perron, groupe THA.I).","Large rebord plat projeté vers l’extérieur. La vasque est courbe et peu profonde. La jonction entre le rebord et la vasque est marquée d’une arête. Décor : La surface supérieure du rebord est décorée d’un groupe de trois languettes parallèles. La surface supérieure interne de la vasque est peinte suivie d’un mince filet. Peinture mate de couleur rouge.","Archaïque","Seconde moitié du VIe siècle av. J.-C.","Thasienne",,,"Perron 2013, p. 775, no. THA.68, pl. 28, 57. ","Vestibule de la salle des marbres",24.715595886,40.782279683
"THA.69",,,"Champ Dimitriadis",7,"Vase de service ou de préparation",,"à bandes / à décor peint - languettes","Lékané","D. emb. : 38 cm Larg. : 8,6 cm Haut. prés. : 1,9 cm Ép. paroi : 1,2 cm","Pâte de couleur rouge orangé (7.5YR 7/6), fine, dure, compacte, renfermant
une bonne quantité de fines particules d’inclusions calcaires et de mica. Cassures en section nettes. La
surface externe est enduite d’un mince engobe de même couleur que l’argile. Texture sablonneuse. Cuisson en milieu oxydant (Perron, groupe THA.Ia).","Large rebord plat projeté vers l’extérieur. Présence d’un départ d’anse verticale en forme de « panier ». Décor : La zone des anses est peinte. Le dessus du rebord est décoré d’un groupe de trois languettes parallèles (probablement quatre à l’origine). La partie supérieure de la vasque interne est peinte. Peinture semi-lustrée de couleur brune.","Archaïque. Groupe de bâtiments 2. Sondage rue. Sous le mur Polygonal a. Niveau sous les
dalles.","Seconde moitié du VIe siècle av. J.-C.","Thasienne ? Grèce de l'Est?","XRF-THA-04(IPET)","Marginaux 1","Perron 2013, p. 776, no. THA.69, pl. 28, 57. Pour le contexte de découverte : Chroniques de fouilles, BCH 78, 1954, p. 191-196; Bernard 1964, p. 85.","Vestibule de la salle des marbres",24.715595886,40.782279683
"THA.73",,,"Héracleion",145,"Vase de service ou de préparation",,"à bandes / à décor peint - languettes","Lékané","D. emb. : 50 cm Larg. : 11,9 cm Haut. prés. : 5,4 cm Ép. paroi : 0,8 cm","Pâte de couleur rouge orangé (7.5YR 7/6), fine, dure, compacte, renfermant une
grande quantité de fines à moyennes particules de mica. Cassures en section nettes. Texture sablonneuse. Cuisson en milieu oxydant (Perron, groupe THA.Ia).","Large rebord plat (légèrement convexe sur sa face supérieure) projeté vers l’extérieur. Le
rebord est incliné vers l’intérieur. Une anse verticale est fixée sur la partie supérieure du replat. Décor : La surface supérieure du rebord est décorée d’un groupe de quatre languettes parallèles disposées à l’oblique. La partie supérieure interne de la vasque, l’anse et l’extrémité du rebord sont peints. Peinture mate de couleur noire.","Fouilles Launey. Archaïque. (Le matériel provient d’une boîte contenant uniquement du matériel daté de la
seconde moitié du VIe et de la première moitié du Ve siècle av. J.-C.).","Seconde moitié du VIe siècle av. J.-C.","Thasienne",,,"Perron 2013, p. 777, no. THA.73, pl. 28, 57.","Rez-de-chaussée de l'apothèque française",24.711386102,40.776989451
"THA.74",,,"Champ Dimitriadis",7,"Vase de service ou de préparation",,"à bandes / à décor peint - languettes","Lékané","D. emb. : 40 cm Larg. : 18,1 cm Haut. prés. : 7,9 cm Ép. paroi : 1,2 cm","Pâte de couleur brun orangé (5YR 5/6), fine, très dure, compacte, renfermant
une bonne quantité de fines particules d’inclusions calcaires et de mica. Cassures en section nettes. La
surface externe est enduite d’un mince engobe de même couleur que l’argile. Texture lisse. Cuisson en
milieu oxydant (Perron, groupe THA.Ia).","Large rebord plat projeté vers l’extérieur. L’extrémité du rebord est biseautée et forme un petit bourrelet pendant. La vasque est rectiligne et profonde. Décor : La surface du replat est décorée de groupes de six languettes disposées à la diagonale, chaque groupe étant disposé dans la direction opposée au précédent. La partie supérieure de la vasque interne est peinte. Peinture mate de couleur rouge.","Archaïque","Dernier quart du VIe siècle av. J.-C.","Thasienne",,,"Perron 2013, p. 777, no. THA.74, pl. 29, 57.","Vestibule de la salle des marbres",24.715595886,40.782279683
"11","85.252.05",,"Phari. Atelier de potier",1002,"Coupe à boire","Coupe","S/O","Coupe-cratère de type ""à encoches""","H. : 14.5 cm ; Diam. : 21.6 cm ; Diam. Base : 8.2 cm","Argile crème-jaunâtre, rose au cœur, micacée avec particules noires et blanches.","Coupe-cratère à encoches (groupe 2). Vase complet. Décor de cercles concentriques et de traits verticaux (7) disposés en frises. Tiers inférieur complètement verni. Lèvre légèrement déversée vers l'extérieure. Lèvre peinte. Anses latérales dans la partie supérieure de la vasque. Pied conique haut.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Dernier quart du VIe siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri (1992). ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 24-28, no. 11, fig. 11.11 et 13.11 ; J. Y. Perreault 1999. ""Céramique et échanges. La production de coupes/cratères et de coupes à points thasiennes et le commerce thasien en mer Noire"", dans: Ch. Koukouli-Chryssanthaki, A. Muller et S. Papadopoulos (éds.), Thasos. Matières premières et technologie de la préhistoire à nos jours, EfA / Ministère de la Culture hellénique, p. 255-256, fig. 1 ; Guide de Thasos 2000, p. 291, fig. 251.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
"15","85.252.09",,"Phari. Atelier de potier",1002,"Coupe à boire","Coupe","S/O","Coupe apode","H. cons. : 5.6 cm ; Diam. : 13.4 cm","Argile crème-jaunâtre micacée avec particules noires.","Coupe apode. Manque la partie inférieure de la vasque. Lèvre haute, légèrement déversée vers l'extérieur, séparée de la vasque par une forte carène. La face extérieure de la lèvre est vernie. Filet peint dans sa partie supérieure interne. Anses latérales dans la partie supérieure de la vasque. Zone réservée avec rang de points en guise de décor. Vasque arrondie, peu profonde. Type proche des coupes attiques de la Classe de l'Agora P10359.","Archaïque. Tranchée G2-3 ou couche supérieure de l'accumulation de déchets venant du four principal.","Fin du VIe - début du Ve siècle av. J.-C.","Thasienne (Phari)",,,"F. Blondé, J. Y. Perreault et K. Peristeri 1992. ""Un atelier de potier archaïque à Phari (Thasos)"", dans Les ateliers de potiers dans le monde grec aux époques géométrique, archaïque et classique, EfA, BCH Suppl. 23, p. 28-31, no. 15, fig.  14.15 et 15.15.","Patari au-dessus de l'apothèque byzantine",24.522538000,40.637129000
